trial_id,stage_num,rep_num,trial_num,chat_prompt,model_logprobs,target
1650,1,6,66,"[{'role': 'user', 'content': 'describer: flat top diamond\n'}]","{'J': -0.9221490621566772, 'K': -1.6721489429473877, 'D': -2.4221489429473877, 'G': -2.547149181365967, 'H': -2.672149181365967, 'C': -3.172149181365967, 'L': -3.2971489429473877, 'F': -3.4221489429473877, 'I': -3.672149181365967, 'B': -3.7971489429473877, 'E': -4.297149181365967, 'A': -5.547149181365967}",J
1651,1,6,67,"[{'role': 'user', 'content': 'describer: skate\n'}]","{'C': -1.8487074375152588, 'D': -1.8487074375152588, 'G': -2.098707437515259, 'L': -2.348707437515259, 'B': -2.473707437515259, 'H': -2.473707437515259, 'F': -2.598707437515259, 'A': -2.723707437515259, 'E': -2.973707437515259, 'I': -3.348707437515259, 'J': -3.348707437515259, 'K': -3.348707437515259}",I
1652,1,6,68,"[{'role': 'user', 'content': 'describer: rabbit ears\n'}]","{'E': -0.9314768314361572, 'I': -1.9314767122268677, 'C': -2.3064768314361572, 'G': -2.4314768314361572, 'J': -2.4314768314361572, 'B': -2.6814768314361572, 'H': -3.4314768314361572, 'D': -3.5564768314361572, 'K': -3.9314768314361572, 'F': -4.056476593017578, 'L': -4.556476593017578, 'A': -4.806477069854736}",E
1653,1,6,69,"[{'role': 'user', 'content': 'describer: grad lectern\n'}]","{'J': -1.0958890914916992, 'K': -1.8458890914916992, 'H': -1.9708890914916992, 'D': -2.345889091491699, 'L': -2.470889091491699, 'F': -3.095889091491699, 'G': -3.095889091491699, 'I': -3.470889091491699, 'B': -3.970889091491699, 'E': -3.970889091491699, 'C': -4.220889091491699, 'A': -4.595889091491699}",D
1654,1,6,70,"[{'role': 'user', 'content': 'describer: preacher\n'}]","{'J': -0.8967443704605103, 'K': -1.8967442512512207, 'D': -2.2717444896698, 'H': -2.3967442512512207, 'G': -3.0217444896698, 'L': -3.0217444896698, 'F': -3.1467444896698, 'I': -3.3967444896698, 'B': -3.8967444896698, 'E': -3.8967444896698, 'C': -4.021744251251221, 'A': -4.396744251251221}",C
1655,1,6,71,"[{'role': 'user', 'content': 'describer: mouse\n'}]","{'H': -1.6842424869537354, 'D': -1.8092424869537354, 'J': -1.8092424869537354, 'G': -2.4342424869537354, 'L': -2.4342424869537354, 'K': -2.5592424869537354, 'E': -2.9342424869537354, 'I': -2.9342424869537354, 'F': -3.1842424869537354, 'C': -3.3092424869537354, 'B': -3.4342427253723145, 'A': -4.1842427253723145}",B
1656,1,6,72,"[{'role': 'user', 'content': 'describer: you did awesome!\ndescriber: spy\n'}]","{'D': -1.6491376161575317, 'G': -2.274137496948242, 'H': -2.399137496948242, 'B': -2.5241377353668213, 'C': -2.5241377353668213, 'J': -2.5241377353668213, 'E': -2.649137496948242, 'F': -2.649137496948242, 'L': -2.649137496948242, 'A': -2.899137496948242, 'I': -2.899137496948242, 'K': -3.024137496948242}",A
7102,1,1,1,"[{'role': 'user', 'content': ""matcher: hello! :-)\ndescriber: ok, so a diamond for the head and a full body with the point towards the right?\ndescriber: hello there\ndescriber: this moight be tough, but i will try my best\nmatcher: okay so like if the picture had  'hands' they would be pointing to the right?\ndescriber: point is at the bottom\ndescriber: no hands\ndescriber: almost looks like they are sitting\nmatcher: so the bottom part of the picture is pointing right and the rest of the body is straight?\ndescriber: yes, i think\n""}]","{'F': -0.7648594975471497, 'G': -2.139859437942505, 'H': -2.139859437942505, 'J': -2.639859437942505, 'L': -2.639859437942505, 'K': -2.764859437942505, 'D': -3.514859437942505, 'B': -3.889859437942505, 'E': -4.264859676361084, 'I': -4.264859676361084, 'C': -4.389859676361084, 'A': -6.014859676361084}",H
7103,1,1,2,"[{'role': 'user', 'content': 'describer: awesome job\nmatcher: wohoo\ndescriber: ok, diamond is on the left side. looks like two hands on the right one on top and the other lower. the body all the way to the left\n'}]","{'E': -0.5044825673103333, 'B': -2.0044825077056885, 'C': -2.3794825077056885, 'G': -2.5044827461242676, 'I': -3.5044825077056885, 'A': -3.6294825077056885, 'F': -4.504482746124268, 'D': -4.629482746124268, 'H': -5.379482746124268, 'J': -5.754482746124268, 'K': -6.754482746124268, 'L': -7.504482746124268}",G
7104,1,1,3,"[{'role': 'user', 'content': 'describer: yes\ndescriber: looks like he is standing on one leg\n'}]","{'D': -1.1954995393753052, 'C': -1.6954995393753052, 'B': -1.8204995393753052, 'A': -2.1954994201660156, 'G': -2.6954994201660156, 'E': -3.1954994201660156, 'H': -3.3204996585845947, 'I': -3.5704996585845947, 'F': -3.8204994201660156, 'L': -3.8204994201660156, 'J': -4.445499420166016, 'K': -4.445499420166016}",I
7105,1,1,4,"[{'role': 'user', 'content': 'describer: straight out behind\ndescriber: sorry\ndescriber: standing on one leg. diamond on the back\ndescriber: beak in the front\n'}]","{'D': -1.1228803396224976, 'C': -1.247880458831787, 'G': -1.4978803396224976, 'H': -3.122880458831787, 'A': -3.497880458831787, 'B': -3.622880458831787, 'I': -3.872880458831787, 'J': -4.497880458831787, 'K': -4.497880458831787, 'E': -4.747880458831787, 'F': -5.122880458831787, 'L': -5.372880458831787}",A
7106,1,1,5,"[{'role': 'user', 'content': 'describer: sitting with leg out,  bent a bit\nmatcher: no arms out?\ndescriber: no arms\n'}]","{'F': -0.0054176910780370235, 'H': -6.130417823791504, 'B': -7.005417823791504, 'G': -7.255417823791504, 'L': -7.380417823791504, 'K': -8.005417823791504, 'E': -8.505417823791504, 'I': -8.755417823791504, 'J': -8.755417823791504, 'D': -9.255417823791504, 'C': -11.005417823791504, 'A': -11.505417823791504}",F
7107,1,1,6,"[{'role': 'user', 'content': 'describer: arms raised like a ghost\n'}]","{'C': -0.9972578287124634, 'B': -1.6222577095031738, 'D': -1.8722577095031738, 'G': -2.747257947921753, 'E': -2.872257709503174, 'A': -3.247257709503174, 'I': -3.372257709503174, 'H': -3.622257709503174, 'J': -3.872257709503174, 'F': -4.372257709503174, 'K': -4.372257709503174, 'L': -4.372257709503174}",C
7108,1,1,7,"[{'role': 'user', 'content': 'describer: diamond as head with point on top. almost a full rectangle as a body, but an indent on the bottom pointing in\ndescriber: top as a point going out on the right side\n'}]","{'J': -1.3886767625808716, 'K': -1.3886767625808716, 'G': -1.5136767625808716, 'H': -2.513676881790161, 'C': -3.013676881790161, 'D': -3.013676881790161, 'F': -3.513676881790161, 'I': -3.638676881790161, 'L': -3.638676881790161, 'B': -4.888676643371582, 'E': -4.888676643371582, 'A': -5.888676643371582}",J
7109,1,1,8,"[{'role': 'user', 'content': 'describer: ha, these are hard to describe!\nmatcher: yah but you are doing good\ndescriber: two triangles on top of a square for head\n'}]","{'G': -1.3885499238967896, 'C': -1.5135499238967896, 'B': -2.1385498046875, 'E': -2.2635498046875, 'D': -2.8885498046875, 'I': -3.013550043106079, 'J': -3.013550043106079, 'H': -3.138550043106079, 'F': -3.2635498046875, 'K': -3.2635498046875, 'L': -3.763550043106079, 'A': -4.5135498046875}",E
7110,1,1,9,"[{'role': 'user', 'content': 'describer: thanks\ndescriber: zig zag body diamond on top\ndescriber: looks like an s\n'}]","{'D': -1.3122073411941528, 'H': -1.4372073411941528, 'K': -1.6872073411941528, 'L': -1.9372072219848633, 'J': -2.9372074604034424, 'G': -3.0622074604034424, 'I': -3.8122074604034424, 'F': -4.312207221984863, 'C': -4.437207221984863, 'A': -4.937207221984863, 'B': -5.187207221984863, 'E': -5.937207221984863}",L
7111,1,1,10,"[{'role': 'user', 'content': 'describer: looks like a priest in a robe\ndescriber: hands pointing left\nmatcher: like he is standing? with feet and hands pointing left?\ndescriber: yes\n'}]","{'A': -0.30804404616355896, 'D': -1.8080440759658813, 'C': -3.808043956756592, 'B': -3.933044195175171, 'G': -4.433043956756592, 'L': -4.433043956756592, 'H': -4.683043956756592, 'F': -4.808043956756592, 'I': -5.058043956756592, 'E': -5.433043956756592, 'K': -5.558043956756592, 'J': -5.683043956756592}",D
7112,1,1,11,"[{'role': 'user', 'content': 'describer: square and triangle on top\ndescriber: small triangle on the bottom left\nmatcher: does it look like someone kneeling with their arms stretched out?\ndescriber: not really\ndescriber: you can see a small triangle on the left hand side on the bottom of the figure\n'}]","{'E': -1.1400389671325684, 'G': -1.390039086341858, 'I': -2.2650389671325684, 'C': -2.3900389671325684, 'B': -2.5150389671325684, 'J': -3.1400389671325684, 'H': -3.2650389671325684, 'K': -3.6400389671325684, 'F': -3.8900389671325684, 'D': -4.015038967132568, 'L': -5.265038967132568, 'A': -5.765038967132568}",B
7113,1,1,12,"[{'role': 'user', 'content': 'describer: looks like someone praying\ndescriber: not the s shaped one\n'}]","{'J': -1.7806994915008545, 'B': -2.1556994915008545, 'D': -2.1556994915008545, 'G': -2.1556994915008545, 'K': -2.1556994915008545, 'C': -2.2806994915008545, 'H': -2.4056994915008545, 'E': -2.9056994915008545, 'F': -2.9056994915008545, 'I': -3.1556994915008545, 'L': -4.030699729919434, 'A': -5.280699729919434}",K
7114,1,2,13,"[{'role': 'user', 'content': 'describer: someone sitting with their knees up\n'}]","{'F': -0.031930096447467804, 'B': -4.531929969787598, 'E': -5.156929969787598, 'G': -5.406929969787598, 'H': -5.656929969787598, 'L': -6.281929969787598, 'I': -6.656929969787598, 'J': -6.656929969787598, 'K': -6.906929969787598, 'D': -7.156929969787598, 'C': -8.031929969787598, 'A': -8.406929969787598}",F
7115,1,2,14,"[{'role': 'user', 'content': 'describer: standing on one foot with the other pointed out towards the right\n'}]","{'D': -1.029644250869751, 'A': -1.154644250869751, 'C': -2.029644012451172, 'B': -2.779644250869751, 'G': -3.154644250869751, 'H': -3.904644250869751, 'I': -4.02964448928833, 'E': -4.15464448928833, 'L': -4.15464448928833, 'F': -4.65464448928833, 'K': -5.02964448928833, 'J': -5.154644012451172}",I
7116,1,2,15,"[{'role': 'user', 'content': 'describer: looks like a small mountain and a large one with a square and 2 triangles on top\n'}]","{'E': -0.0868309959769249, 'I': -3.2118310928344727, 'B': -3.9618310928344727, 'G': -5.461831092834473, 'F': -5.586831092834473, 'J': -5.586831092834473, 'C': -5.836831092834473, 'H': -5.836831092834473, 'K': -6.211831092834473, 'D': -6.461831092834473, 'L': -6.586831092834473, 'A': -6.711831092834473}",E
6073,1,1,1,"[{'role': 'user', 'content': 'matcher: howdy\n'}]","{'H': -6.049053192138672, 'D': -6.174053192138672, 'A': -6.67405366897583, 'G': -7.04905366897583, 'I': -7.42405366897583, 'B': -8.049053192138672, 'L': -8.299053192138672, 'C': -8.674053192138672, 'E': -8.674053192138672, 'J': -8.674053192138672, 'F': -9.174053192138672, 'K': -9.799053192138672}",H
7372,1,1,2,"[{'role': 'user', 'content': 'matcher: hi\n'}]","{'I': -10.908137321472168, 'A': -12.158137321472168, 'H': -12.283137321472168, 'D': -12.658137321472168, 'G': -12.908137321472168, 'C': -13.908137321472168, 'B': -14.158137321472168, 'L': -14.658137321472168, 'E': -14.908137321472168, 'J': -15.095637321472168, 'F': -16.03313636779785, 'K': -16.28313636779785}",B
5961,1,1,1,"[{'role': 'user', 'content': ""describer: hello there.  so, the image you'll want to select it looks almost like a person kneeling on the ground.\n""}]","{'F': -0.07061570882797241, 'B': -3.820615768432617, 'E': -4.195615768432617, 'G': -4.695615768432617, 'H': -4.820615768432617, 'L': -5.445615768432617, 'K': -5.945615768432617, 'I': -6.070615768432617, 'D': -6.445615768432617, 'J': -6.445615768432617, 'C': -7.070615768432617, 'A': -7.570615768432617}",B
5962,1,1,2,"[{'role': 'user', 'content': 'describer: this one is standing on one leg, with one leg out, almost like an elephant head.\ndescriber: the head looks like an elephant that is.\n'}]","{'D': -1.25393545627594, 'B': -1.8789353370666504, 'C': -2.1289353370666504, 'E': -2.3789353370666504, 'A': -2.5039353370666504, 'I': -2.6289353370666504, 'G': -2.7539353370666504, 'H': -2.8789353370666504, 'F': -3.7539353370666504, 'J': -3.8789353370666504, 'L': -3.8789353370666504, 'K': -4.50393533706665}",A
5963,1,1,3,"[{'role': 'user', 'content': ""matcher: got one!\ndescriber: this one looks like it's laying in bed, with like half a blanket on them, the rest maybe cut by scissors.\ndescriber: haha, yup!\ndescriber: this is a very rough one to describe .\nmatcher: the one with a triangle on the back?\ndescriber: i don't think so.  the head is right in the middle of it, if the entire shape was filled in, it'd look like they were in a bed.\nmatcher: count how many points are on it\nmatcher: 9?\ndescriber: i think so - just go with your gut, this one is rough for me.\n""}]","{'F': -0.07851951569318771, 'H': -4.078519344329834, 'E': -4.203519344329834, 'B': -4.453519344329834, 'L': -4.578519344329834, 'G': -4.828519344329834, 'K': -5.453519344329834, 'J': -5.578519344329834, 'I': -5.703519344329834, 'D': -6.328519344329834, 'A': -8.453519821166992, 'C': -8.453519821166992}",J
5964,1,1,4,"[{'role': 'user', 'content': 'describer: ok, this is the tallest one kneeling down with their arms out it looks like.\n'}]","{'F': -0.3742148280143738, 'B': -2.3742148876190186, 'H': -3.3742148876190186, 'D': -3.4992148876190186, 'G': -3.4992148876190186, 'K': -3.6242148876190186, 'L': -3.6242148876190186, 'C': -3.8742148876190186, 'A': -4.2492146492004395, 'E': -4.2492146492004395, 'J': -4.3742146492004395, 'I': -4.7492146492004395}",K
5965,1,1,5,"[{'role': 'user', 'content': 'describer: this one looks like a person flying.\n'}]","{'C': -0.037932515144348145, 'G': -4.037932395935059, 'B': -4.787932395935059, 'D': -5.537932395935059, 'H': -6.287932395935059, 'E': -6.662932395935059, 'I': -6.662932395935059, 'J': -7.287932395935059, 'L': -7.287932395935059, 'F': -7.412932395935059, 'K': -7.537932395935059, 'A': -8.037932395935059}",C
5966,1,1,6,"[{'role': 'user', 'content': ""describer: ok, not the kneeling one from last time, but the other one kneeling that's tall.\n""}]","{'F': -0.2610388696193695, 'H': -2.7610387802124023, 'K': -2.8860387802124023, 'J': -3.5110387802124023, 'L': -3.5110387802124023, 'G': -4.011038780212402, 'D': -4.261038780212402, 'B': -4.511038780212402, 'I': -5.511038780212402, 'E': -6.511038780212402, 'A': -6.761038780212402, 'C': -7.261038780212402}",L
5967,1,1,7,"[{'role': 'user', 'content': 'describer: the one that looks like the trix rabbit ears.  the one you thought it was when i gave that horrible bed description.\n'}]","{'E': -1.2665600776672363, 'G': -2.0165600776672363, 'I': -2.2665600776672363, 'J': -2.2665600776672363, 'C': -2.6415600776672363, 'H': -2.6415600776672363, 'D': -2.7665600776672363, 'B': -2.8915600776672363, 'K': -3.0165600776672363, 'L': -3.5165600776672363, 'F': -3.6415600776672363, 'A': -4.516560077667236}",E
5968,1,1,8,"[{'role': 'user', 'content': 'describer: ok, pretty much completely shapeless person.\nmatcher: the one with the diamond on top pointing up?\ndescriber: yeah\n'}]","{'J': -0.6379942297935486, 'K': -1.3879941701889038, 'G': -3.0129942893981934, 'D': -3.3879942893981934, 'I': -3.3879942893981934, 'C': -3.6379942893981934, 'H': -3.7629942893981934, 'F': -3.8879942893981934, 'L': -4.012994289398193, 'B': -4.637994289398193, 'E': -5.262994289398193, 'A': -6.387994289398193}",H
5969,1,1,9,"[{'role': 'user', 'content': ""describer: bah, i'm no good at this.\nmatcher: it's hard\ndescriber: ok, so...this one is the other one with odd ears, not the previous.\ndescriber: almost like a person laying back\ndescriber: there's a square on one side, and an odd shape on the other side.\nmatcher: is the square pointing right and slightly to the bottom?\ndescriber: angled downward.  it isn't the one that looks like the guy is standing up.\n""}]","{'F': -0.586467981338501, 'E': -1.3364678621292114, 'G': -1.8364678621292114, 'H': -4.961467742919922, 'B': -5.086467742919922, 'I': -5.711467742919922, 'J': -6.586467742919922, 'K': -6.586467742919922, 'L': -6.961467742919922, 'D': -7.461467742919922, 'C': -7.586467742919922, 'A': -8.711467742919922}",G
5970,1,1,10,"[{'role': 'user', 'content': 'matcher: i should have went with my gut on that one\ndescriber: haha, just do that from now on, this is rough.\ndescriber: ok, so this pretty much looks like a guy sitting, his legs angled a little upward, his head looking down.\n'}]","{'F': -0.05616260692477226, 'B': -4.431162357330322, 'G': -4.556162357330322, 'H': -4.556162357330322, 'L': -5.1811628341674805, 'E': -5.3061628341674805, 'J': -5.6811628341674805, 'K': -5.6811628341674805, 'I': -6.0561628341674805, 'D': -6.6811628341674805, 'A': -8.05616283416748, 'C': -8.18116283416748}",F
5971,1,1,11,"[{'role': 'user', 'content': ""describer: balancing on one leg, one foot behind him like he's throwing a kick\nmatcher: the one with the two triangles pointing to the left?\ndescriber: yup.\n""}]","{'E': -1.3028409481048584, 'C': -1.5528409481048584, 'B': -1.6778409481048584, 'G': -1.9278408288955688, 'I': -2.5528409481048584, 'A': -3.4278409481048584, 'D': -3.4278409481048584, 'H': -4.177840709686279, 'F': -4.3028411865234375, 'J': -5.052840709686279, 'K': -5.802840709686279, 'L': -5.802840709686279}",I
